meta_cluster_id,type,entity,category,group,representative_query,representative_query_masked,representative_expected_answer,representative_note,source_refined_cluster_ids,source_refined_cluster_count,cluster_size,member_queries,member_expected_answers,member_notes,action_signature,param_sensitive,meta_key,merge_profile
79,Workorder,Equipment,Decision Support,prescriptive,Determine which alert or work-order descriptions account for the highest event counts on CWC04009 and should therefore drive allocation of funds in the next 10-year capital budget.,determine which alert or work-order descriptions account for the highest event counts on cwc04009 and should therefore drive allocation of funds in the next 10-year capital budget.,"Aggregate ALERT and WORK_ORDER events for CWC04009 by description, rank by total count, and provide the top contributors as budget-prioritisation drivers.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,[89],1,1,['Determine which alert or work-order descriptions account for the highest event counts on CWC04009 and should therefore drive allocation of funds in the next 10-year capital budget.'],"['Aggregate ALERT and WORK_ORDER events for CWC04009 by description, rank by total count, and provide the top contributors as budget-prioritisation drivers.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],ASK_LIST,False,"('Workorder', 'Equipment', 'Decision Support', 'prescriptive', 'ASK_LIST', 'determine which alert or work-order descriptions account for the highest event counts on cwc04009 and should therefore drive allocation of funds in the next 10-year capital budget.')",aggressive_template_collapse_v1
80,Workorder,Equipment,Decision Support,prescriptive,Identify which alert descriptions for CWC04009 show the steepest upward trend and therefore require priority in the 10-year capital-planning roadmap.,identify which alert descriptions for cwc04009 show the steepest upward trend and therefore require priority in the 10-year capital-planning roadmap.,"Group ALERT events for CWC04009 by description, compute yearly counts, calculate trend slopes, and list the descriptions with the largest positive slopes.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,[88],1,1,['Identify which alert descriptions for CWC04009 show the steepest upward trend and therefore require priority in the 10-year capital-planning roadmap.'],"['Group ALERT events for CWC04009 by description, compute yearly counts, calculate trend slopes, and list the descriptions with the largest positive slopes.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],ASK_LIST,False,"('Workorder', 'Equipment', 'Decision Support', 'prescriptive', 'ASK_LIST', 'identify which alert descriptions for cwc04009 show the steepest upward trend and therefore require priority in the 10-year capital-planning roadmap.')",aggressive_template_collapse_v1
81,Workorder,Equipment,Decision Support,prescriptive,"When an anomaly happens for equipment CWC04009, can you recommend a list of candidate work orders and give me a summary of work order as percentage?","when an anomaly happens for equipment cwc04009, can you recommend a list of candidate work orders and give me a summary of work order as percentage?",An possible example is work orders are split evenly with 50% for MT010 and 50% for MT013 for equipment CWC04009.,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,[76],1,1,"['When an anomaly happens for equipment CWC04009, can you recommend a list of candidate work orders and give me a summary of work order as percentage?']",['An possible example is work orders are split evenly with 50% for MT010 and 50% for MT013 for equipment CWC04009.'],['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],ASK_LIST+ASK_WORKORDER,False,"('Workorder', 'Equipment', 'Decision Support', 'prescriptive', 'ASK_LIST+ASK_WORKORDER', 'when an anomaly happens for equipment <ID>, can you recommend a list of candidate work orders and give me a summary of work order as percentage?')",aggressive_template_collapse_v1
82,Workorder,Equipment,Decision Support,prescriptive,Could you identify any causal linkages between anomalies across KPIs to better understand the severity and interconnectedness?,could you identify any causal linkages between anomalies across kpis to better understand the severity and interconnectedness?,"The LLM ReAct identifies causal relationships between anomalies across KPIs to understand system-wide impact and severity. Two causal linkages were identified between anomalies across KPIs: one related to Misalignment under Structural and Mechanical Failures and another to Insufficient Insulation under Energy Efficiency. Each issue occurred once, suggesting distinct yet potentially impactful contributors to system performance degradation.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,[81],1,1,['Could you identify any causal linkages between anomalies across KPIs to better understand the severity and interconnectedness?'],"['The LLM ReAct identifies causal relationships between anomalies across KPIs to understand system-wide impact and severity. Two causal linkages were identified between anomalies across KPIs: one related to Misalignment under Structural and Mechanical Failures and another to Insufficient Insulation under Energy Efficiency. Each issue occurred once, suggesting distinct yet potentially impactful contributors to system performance degradation.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],ASK_OTHER,False,"('Workorder', 'Equipment', 'Decision Support', 'prescriptive', 'ASK_OTHER', 'could you identify any causal linkages between anomalies across kpis to better understand the severity and interconnectedness?')",aggressive_template_collapse_v1
83,Workorder,Equipment,Decision Support,prescriptive,Examine whether the year-over-year increase in corrective maintenance for CWC04009 warrants shifting resources from annual repairs toward multi-year replacement planning.,examine whether the year-over-year increase in corrective maintenance for cwc04009 warrants shifting resources from annual repairs toward multi-year replacement planning.,"Plot CM WORK_ORDER counts per year for CWC04009, assess the upward trend, and recommend budget reallocation if growth is significant.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,[85],1,1,['Examine whether the year-over-year increase in corrective maintenance for CWC04009 warrants shifting resources from annual repairs toward multi-year replacement planning.'],"['Plot CM WORK_ORDER counts per year for CWC04009, assess the upward trend, and recommend budget reallocation if growth is significant.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],ASK_OTHER,False,"('Workorder', 'Equipment', 'Decision Support', 'prescriptive', 'ASK_OTHER', 'examine whether the year-over-year increase in corrective maintenance for cwc04009 warrants shifting resources from annual repairs toward multi-year replacement planning.')",aggressive_template_collapse_v1
84,Workorder,Equipment,Decision Support,prescriptive,How can I analyze anomalies across multiple KPIs to better diagnose the root cause of these issues?,how can i analyze anomalies across multiple kpis to better diagnose the root cause of these issues?,"Based on the utilzied LLM, the process begins with collecting and cleaning historical KPI and maintenance data, followed by detecting anomalies across key performance indicators. These anomalies are then analyzed for correlations, leading to root cause hypotheses that are validated with logs and expert input, ultimately guiding the bundling of corrective work orders into optimized maintenance actions. Provide a method to analyze anomalies across multiple KPIs for more accurate root cause diagnosis.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,[80],1,1,['How can I analyze anomalies across multiple KPIs to better diagnose the root cause of these issues?'],"['Based on the utilzied LLM, the process begins with collecting and cleaning historical KPI and maintenance data, followed by detecting anomalies across key performance indicators. These anomalies are then analyzed for correlations, leading to root cause hypotheses that are validated with logs and expert input, ultimately guiding the bundling of corrective work orders into optimized maintenance actions. Provide a method to analyze anomalies across multiple KPIs for more accurate root cause diagnosis.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],ASK_OTHER,False,"('Workorder', 'Equipment', 'Decision Support', 'prescriptive', 'ASK_OTHER', 'how can i analyze anomalies across multiple kpis to better diagnose the root cause of these issues?')",aggressive_template_collapse_v1
85,Workorder,Equipment,Decision Support,prescriptive,"Just notice an anomaly 'KPI Cooling Load above upper bound' happens for equipment CWC04009, can you recommend top three work orders to address this problem?","just notice an anomaly 'kpi cooling load above upper bound' happens for equipment cwc04009, can you recommend top three work orders to address this problem?","The output will be a list of the primilar failure codes with three work order types. In more details, upon observing the 'KPI Cooling Load above upper bound' anomaly, suggest the top three corrective work orders for CWC04009.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,[78],1,1,"[""Just notice an anomaly 'KPI Cooling Load above upper bound' happens for equipment CWC04009, can you recommend top three work orders to address this problem?""]","[""The output will be a list of the primilar failure codes with three work order types. In more details, upon observing the 'KPI Cooling Load above upper bound' anomaly, suggest the top three corrective work orders for CWC04009.""]",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],ASK_OTHER,False,"('Workorder', 'Equipment', 'Decision Support', 'prescriptive', 'ASK_OTHER', ""just notice an anomaly 'kpi cooling load above upper bound' happens for equipment <ID>, can you recommend top three work orders to address this problem?"")",aggressive_template_collapse_v1
86,Workorder,Equipment,Decision Support,prescriptive,"Just notice two anomalies 'KPI Cooling Load above upper bound' and 'KPI Delta Setpoint above upper bound' happened for equipment CWC04009, can you recommend top three work orders to address this problem?","just notice two anomalies 'kpi cooling load above upper bound' and 'kpi delta setpoint above upper bound' happened for equipment cwc04009, can you recommend top three work orders to address this problem?","The output will be a list of the primilar failure codes with three work order types.  Upon observing two anomalies, recommend the top three corrective actions for CWC04009 to address both issues.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,[79],1,1,"[""Just notice two anomalies 'KPI Cooling Load above upper bound' and 'KPI Delta Setpoint above upper bound' happened for equipment CWC04009, can you recommend top three work orders to address this problem?""]","['The output will be a list of the primilar failure codes with three work order types.  Upon observing two anomalies, recommend the top three corrective actions for CWC04009 to address both issues.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],ASK_OTHER,False,"('Workorder', 'Equipment', 'Decision Support', 'prescriptive', 'ASK_OTHER', ""just notice two anomalies 'kpi cooling load above upper bound' and 'kpi delta setpoint above upper bound' happened for equipment <ID>, can you recommend top three work orders to address this problem?"")",aggressive_template_collapse_v1
87,Workorder,Equipment,Decision Support,prescriptive,Measure typical time gaps between alerts and the corrective work orders they precede for CWC04009 to refine the life-cycle maintenance timeline.,measure typical time gaps between alerts and the corrective work orders they precede for cwc04009 to refine the life-cycle maintenance timeline.,"For each ALERT that is followed by a CM WORK_ORDER on CWC04009, calculate the time interval; summarise median, mean, and distribution to guide scheduling.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,[86],1,1,['Measure typical time gaps between alerts and the corrective work orders they precede for CWC04009 to refine the life-cycle maintenance timeline.'],"['For each ALERT that is followed by a CM WORK_ORDER on CWC04009, calculate the time interval; summarise median, mean, and distribution to guide scheduling.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],ASK_OTHER,False,"('Workorder', 'Equipment', 'Decision Support', 'prescriptive', 'ASK_OTHER', 'measure typical time gaps between alerts and the corrective work orders they precede for cwc04009 to refine the life-cycle maintenance timeline.')",aggressive_template_collapse_v1
88,Workorder,Equipment,Decision Support,prescriptive,Quantify how often alerts and corrective work orders cluster together for CWC04009 to identify high-risk operational periods in the years ahead.,quantify how often alerts and corrective work orders cluster together for cwc04009 to identify high-risk operational periods in the years ahead.,Use rolling windows on event_time to count co-occurrences of ALERT and CM WORK_ORDER events for CWC04009; flag windows with elevated counts.,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,[87],1,1,['Quantify how often alerts and corrective work orders cluster together for CWC04009 to identify high-risk operational periods in the years ahead.'],['Use rolling windows on event_time to count co-occurrences of ALERT and CM WORK_ORDER events for CWC04009; flag windows with elevated counts.'],['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],ASK_OTHER,False,"('Workorder', 'Equipment', 'Decision Support', 'prescriptive', 'ASK_OTHER', 'quantify how often alerts and corrective work orders cluster together for cwc04009 to identify high-risk operational periods in the years ahead.')",aggressive_template_collapse_v1
89,Workorder,Equipment,Decision Support,prescriptive,"When an anomaly happens for equipment CWC04009, can you recommend top three work orders to address this problem?","when an anomaly happens for equipment cwc04009, can you recommend top three work orders to address this problem?","It gives a list of work order with a primary failure code. Based on an anomaly in CWC04009, recommend the top three most appropriate work orders for remediation.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,[77],1,1,"['When an anomaly happens for equipment CWC04009, can you recommend top three work orders to address this problem?']","['It gives a list of work order with a primary failure code. Based on an anomaly in CWC04009, recommend the top three most appropriate work orders for remediation.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],ASK_OTHER,False,"('Workorder', 'Equipment', 'Decision Support', 'prescriptive', 'ASK_OTHER', 'when an anomaly happens for equipment <ID>, can you recommend top three work orders to address this problem?')",aggressive_template_collapse_v1
90,Workorder,Equipment,Knowledge Query,retrospective,"Get the daily count of the events of alert, anomaly for 2021 for equipment CWC04009.","get the daily count of the events of alert, anomaly for 2021 for equipment cwc04009.","There are 82 days have events. The expected response should retrieve daily counts of alerts and anomalies for CWC04009 throughout 2021, verifying correct aggregation over time (daily) and filtering of asset, event type (alert), and year.",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,[96],1,1,"['Get the daily count of the events of alert, anomaly for 2021 for equipment CWC04009.']","['There are 82 days have events. The expected response should retrieve daily counts of alerts and anomalies for CWC04009 throughout 2021, verifying correct aggregation over time (daily) and filtering of asset, event type (alert), and year.']",['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_COUNT,False,"('Workorder', 'Equipment', 'Knowledge Query', 'retrospective', 'ASK_COUNT', 'get the daily count of the events of alert, anomaly for 2021 for equipment <ID>.')",aggressive_template_collapse_v1
91,Workorder,Equipment,Knowledge Query,retrospective,"Get the daily count of the events of alert, anomaly for the May 2020 for equipment CWC04009.","get the daily count of the events of alert, anomaly for the may 2020 for equipment cwc04009.","There are 26 days have events. The expected response should retrieve daily counts of alerts and anomalies for CWC04009 for May 2020, verifying correct aggregation over time (daily) and filtering of asset, event type (alert, anomaly), and time range - May 2020.",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,[97],1,1,"['Get the daily count of the events of alert, anomaly for the May 2020 for equipment CWC04009.']","['There are 26 days have events. The expected response should retrieve daily counts of alerts and anomalies for CWC04009 for May 2020, verifying correct aggregation over time (daily) and filtering of asset, event type (alert, anomaly), and time range - May 2020.']",['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_COUNT,False,"('Workorder', 'Equipment', 'Knowledge Query', 'retrospective', 'ASK_COUNT', 'get the daily count of the events of alert, anomaly for the may 2020 for equipment <ID>.')",aggressive_template_collapse_v1
92,Workorder,Equipment,Knowledge Query,retrospective,"Get the daily count of alert, anomaly and work order event for the May 2020 for equipment CWC04009.","get the daily count of alert, anomaly and work order event for the may 2020 for equipment cwc04009.","There are 26 days with the records. Depending on the LLM used, the result could be daily total event summary or daily summary for each event type.  The expected response should retrieve and summarize daily counts of alerts, anomalies, and work order events for CWC04009 for May 2020, verifying correct aggregation over time (daily) and filtering of asset, event type (alert, anomaly and work order), and time range - May 2020.",We have both work order business data object and work order event as a group type in the event file. So we make a change of the utterance.,[98],1,1,"['Get the daily count of alert, anomaly and work order event for the May 2020 for equipment CWC04009.']","['There are 26 days with the records. Depending on the LLM used, the result could be daily total event summary or daily summary for each event type.  The expected response should retrieve and summarize daily counts of alerts, anomalies, and work order events for CWC04009 for May 2020, verifying correct aggregation over time (daily) and filtering of asset, event type (alert, anomaly and work order), and time range - May 2020.']",['We have both work order business data object and work order event as a group type in the event file. So we make a change of the utterance.'],ASK_COUNT+ASK_WORKORDER,False,"('Workorder', 'Equipment', 'Knowledge Query', 'retrospective', 'ASK_COUNT+ASK_WORKORDER', 'get the daily count of alert, anomaly and work order event for the may 2020 for equipment <ID>.')",aggressive_template_collapse_v1
93,Workorder,Equipment,Knowledge Query,retrospective,Get the summary of the events of equipment CWC04009 for the June of 2020 and provide a summary based on the event group.,get the summary of the events of equipment cwc04009 for the june of 2020 and provide a summary based on the event group.,"There are 30 alerts, 30 anomalies, and 3 work orders. The expected response should summarize events of CWC04009 in June 2020 by event group, ensuring complete event retrieval and correct categorization/grouping (alert, anomalies, and work order).",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,[95],1,1,['Get the summary of the events of equipment CWC04009 for the June of 2020 and provide a summary based on the event group.'],"['There are 30 alerts, 30 anomalies, and 3 work orders. The expected response should summarize events of CWC04009 in June 2020 by event group, ensuring complete event retrieval and correct categorization/grouping (alert, anomalies, and work order).']",['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_OTHER,False,"('Workorder', 'Equipment', 'Knowledge Query', 'retrospective', 'ASK_OTHER', 'get the summary of the events of equipment <ID> for the june of 2020 and provide a summary based on the event group.')",aggressive_template_collapse_v1
94,Workorder,Equipment,Knowledge Query,retrospective,"Get all the events of equipment CWC04009 for the June of 2020 and provide a summary based on the event group for work order, alert, and anomaly.","get all the events of equipment cwc04009 for the june of 2020 and provide a summary based on the event group for work order, alert, and anomaly.","There are 3 work order events, 30 alert events, and 30 anomaly events.  The expected response should retrieve and summarize events (work order, alert, anomaly) for CWC04009 during June 2020, grouped correctly by event type and time range (June 2020).",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,[94],1,2,"['Get all the events of equipment CWC04009 for the June of 2020 and provide a summary based on the event group for work order, alert, and anomaly.', 'Get all the events of equipment CWC04009 for the first week of June of 2020 and provide a summary based on the event group for work order event, alert, and anomaly.']","['There are 3 work order events, 30 alert events, and 30 anomaly events.  The expected response should retrieve and summarize events (work order, alert, anomaly) for CWC04009 during June 2020, grouped correctly by event type and time range (June 2020).', 'There are 6 alert records. The expected response should retrieve events for CWC04009 in the first week of June 2020 and group them by event type. verifying correct aggregation over time (daily) and filtering of asset, event type (alert, anomaly and work order), and time range - First week of May 2020.']",['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_WORKORDER,False,"('Workorder', 'Equipment', 'Knowledge Query', 'retrospective', 'ASK_WORKORDER', 'get all the events of equipment <ID> for the june of 2020 and provide a summary based on the event group for work order, alert, and anomaly.')",aggressive_template_collapse_v1
95,Workorder,Equipment,Knowledge Query,retrospective,"Get the events of equipment CWC04009 for year 2019 and provide a summary based on the event group, such as work order event, alerts and anomaly events.","get the events of equipment cwc04009 for year 2019 and provide a summary based on the event group, such as work order event, alerts and anomaly events.","There are 14 work orders, 0 alert, and 0 anomaly. The expected response should retrieve all event types (work orders, alerts, anomalies) for CWC04009 in 2019 and summarize them by event group.",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,[93],1,1,"['Get the events of equipment CWC04009 for year 2019 and provide a summary based on the event group, such as work order event, alerts and anomaly events.']","['There are 14 work orders, 0 alert, and 0 anomaly. The expected response should retrieve all event types (work orders, alerts, anomalies) for CWC04009 in 2019 and summarize them by event group.']",['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_WORKORDER,False,"('Workorder', 'Equipment', 'Knowledge Query', 'retrospective', 'ASK_WORKORDER', 'get the events of equipment <ID> for year 2019 and provide a summary based on the event group, such as work order event, alerts and anomaly events.')",aggressive_template_collapse_v1
96,Workorder,Equipment,Knowledge Query,retrospective,Get the work order of equipment CWC04013 for year 2017.,get the work order of equipment cwc04013 for year 2017.,"There will be 33 records. The expected response should retrieve all work orders for equipment CWC04013 in the year 2017, ensuring correct equipment ID and time filtering.",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,[90],1,1,['Get the work order of equipment CWC04013 for year 2017.'],"['There will be 33 records. The expected response should retrieve all work orders for equipment CWC04013 in the year 2017, ensuring correct equipment ID and time filtering.']",['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_WORKORDER,False,"('Workorder', 'Equipment', 'Knowledge Query', 'retrospective', 'ASK_WORKORDER', 'get the work order of equipment <ID> for year 2017.')",aggressive_template_collapse_v1
97,Workorder,Equipment,Knowledge Query,retrospective,I would like to check the work order distribution for the equipment labeled as CWC04013 for the year 2017.,i would like to check the work order distribution for the equipment labeled as cwc04013 for the year 2017.,"Work order with primary Code MT010 occurred 3 times and code MT013 occurred once. The expected response should retrieve and summarize work orders by type or month for equipment CWC04013 during 2017, ensuring correct year and equipment filtering.",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,[91],1,1,['I would like to check the work order distribution for the equipment labeled as CWC04013 for the year 2017.'],"['Work order with primary Code MT010 occurred 3 times and code MT013 occurred once. The expected response should retrieve and summarize work orders by type or month for equipment CWC04013 during 2017, ensuring correct year and equipment filtering.']",['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_WORKORDER,False,"('Workorder', 'Equipment', 'Knowledge Query', 'retrospective', 'ASK_WORKORDER', 'i would like to check the work order distribution for the equipment <ID> as cwc04013 for the year 2017.')",aggressive_template_collapse_v1
98,Workorder,Equipment,Knowledge Query,retrospective,I would like to retrieve the preventive work order details for the equipment labeled as CWC04013 for the year 2017.,i would like to retrieve the preventive work order details for the equipment labeled as cwc04013 for the year 2017.,"There are 31 preventive work orders for this utterance.  The expected response should retrieve preventive maintenance work orders for CWC04013 in 2017, correctly filtering by asset, preventive work order type and year.",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,[92],1,2,"['I would like to retrieve the preventive work order details for the equipment labeled as CWC04013 for the year 2017.', 'I would like to retrieve the corrective work order details for the equipment labeled as CWC04013 for the year 2017.']","['There are 31 preventive work orders for this utterance.  The expected response should retrieve preventive maintenance work orders for CWC04013 in 2017, correctly filtering by asset, preventive work order type and year.', 'The output is two corrective work orders. The expected response should retrieve corrective maintenance work orders for CWC04013 during 2017, verifying correct work order type and year.']",['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_WORKORDER,False,"('Workorder', 'Equipment', 'Knowledge Query', 'retrospective', 'ASK_WORKORDER', 'i would like to retrieve the preventive work order details for the equipment <ID> as cwc04013 for the year 2017.')",aggressive_template_collapse_v1
99,Workorder,Equipment,Prediction,predictive,"Using historical counts, project how many preventive (PM) and corrective (CM) work orders each major description category is likely to generate for CWC04009 over the coming decade.","using historical counts, project how many preventive (pm) and corrective (cm) work orders each major description category is likely to generate for cwc04009 over the coming decade.",Aggregate yearly PM and CM WORK_ORDER counts for CWC04009 by description and extrapolate future volumes with a simple trend or time-series model.,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction,[103],1,1,"['Using historical counts, project how many preventive (PM) and corrective (CM) work orders each major description category is likely to generate for CWC04009 over the coming decade.']",['Aggregate yearly PM and CM WORK_ORDER counts for CWC04009 by description and extrapolate future volumes with a simple trend or time-series model.'],['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction'],ASK_COUNT+ASK_CREATE,False,"('Workorder', 'Equipment', 'Prediction', 'predictive', 'ASK_COUNT+ASK_CREATE', 'using historical counts, project how many preventive (pm) and corrective (cm) work orders each major description category is likely to generate for cwc04009 over the coming decade.')",aggressive_template_collapse_v1
100,Workorder,Equipment,Prediction,predictive,"Determine which alert or work-order descriptions for CWC04009 exhibit the fastest growth trend, indicating components that may need early replacement in the life-cycle plan.","determine which alert or work-order descriptions for cwc04009 exhibit the fastest growth trend, indicating components that may need early replacement in the life-cycle plan.",Compute year-over-year growth rates of event counts by description for CWC04009; highlight those with the steepest increases.,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction,[104],1,1,"['Determine which alert or work-order descriptions for CWC04009 exhibit the fastest growth trend, indicating components that may need early replacement in the life-cycle plan.']",['Compute year-over-year growth rates of event counts by description for CWC04009; highlight those with the steepest increases.'],['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction'],ASK_LIST,False,"('Workorder', 'Equipment', 'Prediction', 'predictive', 'ASK_LIST', 'determine which alert or work-order descriptions for cwc04009 exhibit the fastest growth trend, indicating components that may need early replacement in the life-cycle plan.')",aggressive_template_collapse_v1
101,Workorder,Equipment,Prediction,predictive,Analyse sequences where alerts precede corrective work orders on CWC04009 to improve failure anticipation over the asset’s remaining life-cycle.,analyse sequences where alerts precede corrective work orders on cwc04009 to improve failure anticipation over the asset’s remaining life-cycle.,"Identify ALERT → CM WORK_ORDER pairs for CWC04009, measure lead-lag intervals, and summarise patterns that can inform proactive scheduling.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction,[102],1,1,['Analyse sequences where alerts precede corrective work orders on CWC04009 to improve failure anticipation over the asset’s remaining life-cycle.'],"['Identify ALERT → CM WORK_ORDER pairs for CWC04009, measure lead-lag intervals, and summarise patterns that can inform proactive scheduling.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction'],ASK_OTHER,False,"('Workorder', 'Equipment', 'Prediction', 'predictive', 'ASK_OTHER', 'analyse sequences where alerts precede corrective work orders on cwc04009 to improve failure anticipation over the asset’s remaining life-cycle.')",aggressive_template_collapse_v1
102,Workorder,Equipment,Prediction,predictive,I would like to predict the next work order probability for the equipment labeled as CWC04013.,i would like to predict the next work order probability for the equipment labeled as cwc04013.,The expected response should be able to identify the next likely work order for CWC04013 based on historical work order patterns.  It should be a list of work order with the probabilities (the summation of the probabilities should be one).,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction,[99],1,1,['I would like to predict the next work order probability for the equipment labeled as CWC04013.'],['The expected response should be able to identify the next likely work order for CWC04013 based on historical work order patterns.  It should be a list of work order with the probabilities (the summation of the probabilities should be one).'],['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction'],ASK_PREDICT+ASK_WORKORDER,True,"('Workorder', 'Equipment', 'Prediction', 'predictive', 'ASK_PREDICT+ASK_WORKORDER', 'PARAM_LOCK', 99)",aggressive_template_collapse_v1
103,Workorder,Equipment,Prediction,predictive,"Assuming that the current date is 2018-01-02, can you predict next work order probability for me for equipment CWC04009 using predict_next_work_order_probability function?","assuming that the current date is <date>, can you predict next work order probability for me for equipment cwc04009 using predict_next_work_order_probability function?","Freon Management (code MT012) under Maintenance and Routine Checks has a probability of 0.2. The output should have the probability for primary code.  For example, the highest probability of next work order.  The expected response should be able to use historical work order data up to 2018-01-02 for CWC04009 to identify or predict the next work order probability, ensuring no cutoff of results. More specific, It should be a list of work order with the probabilities (the summation of the probabilities should be one).",The output token size changed to 2000 to make sure there is no cut-off of the generated results.,[100],1,2,"['Assuming that the current date is 2018-01-02, can you predict next work order probability for me for equipment CWC04009 using predict_next_work_order_probability function?', 'Assuming that the current date is 2018-01-02, can you predict next work order probability for me for equipment CWC04009?']","['Freon Management (code MT012) under Maintenance and Routine Checks has a probability of 0.2. The output should have the probability for primary code.  For example, the highest probability of next work order.  The expected response should be able to use historical work order data up to 2018-01-02 for CWC04009 to identify or predict the next work order probability, ensuring no cutoff of results. More specific, It should be a list of work order with the probabilities (the summation of the probabilities should be one).', 'Failure codes MT012, MT008, and M013 each have a probability of 0.2. It will predict the next work order probability for CWC04009 using available data up to 2018-01-02.  The expected response should be able to use historical work order data up to 2018-01-02 for CWC04009 to identify or predict the next work order probability, ensuring no cutoff of results. More specific, It should be a list of work order with the probabilities (the summation of the probabilities should be one).']","['The output token size changed to 2000 to make sure there is no cut-off of the generated results.', 'Source: Maintenance operations; Deterministic query with single correct answer; Category: Prediction']",ASK_PREDICT+ASK_WORKORDER,True,"('Workorder', 'Equipment', 'Prediction', 'predictive', 'ASK_PREDICT+ASK_WORKORDER', 'PARAM_LOCK', 100)",aggressive_template_collapse_v1
104,Workorder,Equipment,Prediction,retrospective;predictive;prescriptive,Build a predictive model from historical alerts and work orders of CWC04009 to forecast failures and replacement needs over the forthcoming 10-year horizon.,build a predictive model from historical alerts and work orders of cwc04009 to forecast failures and replacement needs over the forthcoming 10-year horizon.,"Leverage ALERT and WORK_ORDER records (features: description, event_group, event_category, event_time) for CWC04009 to train and validate a model that predicts the likelihood and timing of future failures or required replacements.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction,[101],1,1,['Build a predictive model from historical alerts and work orders of CWC04009 to forecast failures and replacement needs over the forthcoming 10-year horizon.'],"['Leverage ALERT and WORK_ORDER records (features: description, event_group, event_category, event_time) for CWC04009 to train and validate a model that predicts the likelihood and timing of future failures or required replacements.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction'],ASK_PREDICT,True,"('Workorder', 'Equipment', 'Prediction', 'retrospective;predictive;prescriptive', 'ASK_PREDICT', 'PARAM_LOCK', 101)",aggressive_template_collapse_v1
