cluster_id,type,entity,category,group,representative_query,representative_query_masked,representative_expected_answer,representative_note,cluster_size,member_queries,member_expected_answers,member_notes,embedding_backend,block_key
51,Workorder,Equipment,Decision Support,prescriptive,"When an anomaly happens for equipment CWC04009, can you recommend a list of candidate work orders and give me a summary of work order as percentage?","when an anomaly happens for <asset>, can you recommend a list of candidate work orders and give me a summary of work order as percentage?",An possible example is work orders are split evenly with 50% for MT010 and 50% for MT013 for equipment CWC04009.,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,2,"['When an anomaly happens for equipment CWC04009, can you recommend a list of candidate work orders and give me a summary of work order as percentage?', 'When an anomaly happens for equipment CWC04009, can you recommend top three work orders to address this problem?']","['An possible example is work orders are split evenly with 50% for MT010 and 50% for MT013 for equipment CWC04009.', 'It gives a list of work order with a primary failure code. Based on an anomaly in CWC04009, recommend the top three most appropriate work orders for remediation.']","['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support', 'Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support']",sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
52,Workorder,Equipment,Decision Support,prescriptive,"Just notice an anomaly 'KPI Cooling Load above upper bound' happens for equipment CWC04009, can you recommend top three work orders to address this problem?","just notice an anomaly 'kpi cooling load above upper bound' happens for <asset>, can you recommend top three work orders to address this problem?","The output will be a list of the primilar failure codes with three work order types. In more details, upon observing the 'KPI Cooling Load above upper bound' anomaly, suggest the top three corrective work orders for CWC04009.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,2,"[""Just notice an anomaly 'KPI Cooling Load above upper bound' happens for equipment CWC04009, can you recommend top three work orders to address this problem?"", ""Just notice two anomalies 'KPI Cooling Load above upper bound' and 'KPI Delta Setpoint above upper bound' happened for equipment CWC04009, can you recommend top three work orders to address this problem?""]","[""The output will be a list of the primilar failure codes with three work order types. In more details, upon observing the 'KPI Cooling Load above upper bound' anomaly, suggest the top three corrective work orders for CWC04009."", 'The output will be a list of the primilar failure codes with three work order types.  Upon observing two anomalies, recommend the top three corrective actions for CWC04009 to address both issues.']","['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support', 'Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support']",sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
53,Workorder,Equipment,Decision Support,prescriptive,How can I analyze anomalies across multiple KPIs to better diagnose the root cause of these issues?,how can i analyze anomalies across multiple kpis to better diagnose the root cause of these issues?,"Based on the utilzied LLM, the process begins with collecting and cleaning historical KPI and maintenance data, followed by detecting anomalies across key performance indicators. These anomalies are then analyzed for correlations, leading to root cause hypotheses that are validated with logs and expert input, ultimately guiding the bundling of corrective work orders into optimized maintenance actions. Provide a method to analyze anomalies across multiple KPIs for more accurate root cause diagnosis.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,1,['How can I analyze anomalies across multiple KPIs to better diagnose the root cause of these issues?'],"['Based on the utilzied LLM, the process begins with collecting and cleaning historical KPI and maintenance data, followed by detecting anomalies across key performance indicators. These anomalies are then analyzed for correlations, leading to root cause hypotheses that are validated with logs and expert input, ultimately guiding the bundling of corrective work orders into optimized maintenance actions. Provide a method to analyze anomalies across multiple KPIs for more accurate root cause diagnosis.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
54,Workorder,Equipment,Decision Support,prescriptive,Could you identify any causal linkages between anomalies across KPIs to better understand the severity and interconnectedness?,could you identify any causal linkages between anomalies across kpis to better understand the severity and interconnectedness?,"The LLM ReAct identifies causal relationships between anomalies across KPIs to understand system-wide impact and severity. Two causal linkages were identified between anomalies across KPIs: one related to Misalignment under Structural and Mechanical Failures and another to Insufficient Insulation under Energy Efficiency. Each issue occurred once, suggesting distinct yet potentially impactful contributors to system performance degradation.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,1,['Could you identify any causal linkages between anomalies across KPIs to better understand the severity and interconnectedness?'],"['The LLM ReAct identifies causal relationships between anomalies across KPIs to understand system-wide impact and severity. Two causal linkages were identified between anomalies across KPIs: one related to Misalignment under Structural and Mechanical Failures and another to Insufficient Insulation under Energy Efficiency. Each issue occurred once, suggesting distinct yet potentially impactful contributors to system performance degradation.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
55,Workorder,Equipment,Decision Support,prescriptive,Could you generate rules that help distinguish meaningful alerts from spurious ones?,could you generate rules that help distinguish meaningful alerts from spurious ones?,"Depends on the LLM utuilzied, the outcome could be 1) Real thredholds for meaning alert; or 2) the steps to generate such rules.  Develop rules or criteria to distinguish genuine alerts from spurious or false positives in operational monitoring.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,1,['Could you generate rules that help distinguish meaningful alerts from spurious ones?'],"['Depends on the LLM utuilzied, the outcome could be 1) Real thredholds for meaning alert; or 2) the steps to generate such rules.  Develop rules or criteria to distinguish genuine alerts from spurious or false positives in operational monitoring.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
56,Workorder,Equipment,Decision Support,prescriptive,"Detect clusters of alerts and work orders on CWC04009 that signal elevated failure risk for the next planning cycle, guiding proactive maintenance budgeting.","detect clusters of alerts and work orders on cwc0<num> that signal elevated failure risk for the next planning cycle, guiding proactive maintenance budgeting.",Apply time-series burst or clustering analysis to event_time for ALERT + WORK_ORDER events of CWC04009; flag dense clusters as high-risk periods for long-term budgeting.,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,1,"['Detect clusters of alerts and work orders on CWC04009 that signal elevated failure risk for the next planning cycle, guiding proactive maintenance budgeting.']",['Apply time-series burst or clustering analysis to event_time for ALERT + WORK_ORDER events of CWC04009; flag dense clusters as high-risk periods for long-term budgeting.'],['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
57,Workorder,Equipment,Decision Support,predictive,"Rank alert descriptions for CWC04009 by how strongly they predict subsequent corrective work orders, supporting long-term failure-risk mitigation.","rank alert descriptions for cwc0<num> by how strongly they predict subsequent corrective work orders, supporting long-term failure-risk mitigation.","For each alert description on CWC04009, compute the conditional probability that a CM WORK_ORDER follows within a set window; sort descriptions by predictive strength.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,1,"['Rank alert descriptions for CWC04009 by how strongly they predict subsequent corrective work orders, supporting long-term failure-risk mitigation.']","['For each alert description on CWC04009, compute the conditional probability that a CM WORK_ORDER follows within a set window; sort descriptions by predictive strength.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
58,Workorder,Equipment,Decision Support,prescriptive,Examine whether the year-over-year increase in corrective maintenance for CWC04009 warrants shifting resources from annual repairs toward multi-year replacement planning.,examine whether the year-over-year increase in corrective maintenance for cwc0<num> warrants shifting resources from annual repairs toward multi-year replacement planning.,"Plot CM WORK_ORDER counts per year for CWC04009, assess the upward trend, and recommend budget reallocation if growth is significant.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,1,['Examine whether the year-over-year increase in corrective maintenance for CWC04009 warrants shifting resources from annual repairs toward multi-year replacement planning.'],"['Plot CM WORK_ORDER counts per year for CWC04009, assess the upward trend, and recommend budget reallocation if growth is significant.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
59,Workorder,Equipment,Decision Support,prescriptive,Measure typical time gaps between alerts and the corrective work orders they precede for CWC04009 to refine the life-cycle maintenance timeline.,measure typical time gaps between alerts and the corrective work orders they precede for cwc0<num> to refine the life-cycle maintenance timeline.,"For each ALERT that is followed by a CM WORK_ORDER on CWC04009, calculate the time interval; summarise median, mean, and distribution to guide scheduling.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,1,['Measure typical time gaps between alerts and the corrective work orders they precede for CWC04009 to refine the life-cycle maintenance timeline.'],"['For each ALERT that is followed by a CM WORK_ORDER on CWC04009, calculate the time interval; summarise median, mean, and distribution to guide scheduling.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
60,Workorder,Equipment,Decision Support,prescriptive,Quantify how often alerts and corrective work orders cluster together for CWC04009 to identify high-risk operational periods in the years ahead.,quantify how often alerts and corrective work orders cluster together for cwc0<num> to identify high-risk operational periods in the years ahead.,Use rolling windows on event_time to count co-occurrences of ALERT and CM WORK_ORDER events for CWC04009; flag windows with elevated counts.,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,1,['Quantify how often alerts and corrective work orders cluster together for CWC04009 to identify high-risk operational periods in the years ahead.'],['Use rolling windows on event_time to count co-occurrences of ALERT and CM WORK_ORDER events for CWC04009; flag windows with elevated counts.'],['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
61,Workorder,Equipment,Decision Support,prescriptive,Identify which alert descriptions for CWC04009 show the steepest upward trend and therefore require priority in the 10-year capital-planning roadmap.,identify which alert descriptions for cwc0<num> show the steepest upward trend and therefore require priority in the <num>-year capital-planning roadmap.,"Group ALERT events for CWC04009 by description, compute yearly counts, calculate trend slopes, and list the descriptions with the largest positive slopes.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,1,['Identify which alert descriptions for CWC04009 show the steepest upward trend and therefore require priority in the 10-year capital-planning roadmap.'],"['Group ALERT events for CWC04009 by description, compute yearly counts, calculate trend slopes, and list the descriptions with the largest positive slopes.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
62,Workorder,Equipment,Decision Support,prescriptive,Determine which alert or work-order descriptions account for the highest event counts on CWC04009 and should therefore drive allocation of funds in the next 10-year capital budget.,determine which alert or work-order descriptions account for the highest event counts on cwc0<num> and should therefore drive allocation of funds in the next <num>-year capital budget.,"Aggregate ALERT and WORK_ORDER events for CWC04009 by description, rank by total count, and provide the top contributors as budget-prioritisation drivers.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support,1,['Determine which alert or work-order descriptions account for the highest event counts on CWC04009 and should therefore drive allocation of funds in the next 10-year capital budget.'],"['Aggregate ALERT and WORK_ORDER events for CWC04009 by description, rank by total count, and provide the top contributors as budget-prioritisation drivers.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Decision Support'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Decision Support')"
63,Workorder,Equipment,Knowledge Query,retrospective,Get the work order of equipment CWC04013 for year 2017.,get the work order of <asset> for year <num>.,"There will be 33 records. The expected response should retrieve all work orders for equipment CWC04013 in the year 2017, ensuring correct equipment ID and time filtering.",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,1,['Get the work order of equipment CWC04013 for year 2017.'],"['There will be 33 records. The expected response should retrieve all work orders for equipment CWC04013 in the year 2017, ensuring correct equipment ID and time filtering.']",['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Knowledge Query')"
64,Workorder,Equipment,Knowledge Query,retrospective,I would like to retrieve the corrective work order details for the equipment labeled as CWC04013 for the year 2017.,i would like to retrieve the corrective work order details for the <asset> as cwc0<num> for the year <num>.,"The output is two corrective work orders. The expected response should retrieve corrective maintenance work orders for CWC04013 during 2017, verifying correct work order type and year.",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,3,"['I would like to check the work order distribution for the equipment labeled as CWC04013 for the year 2017.', 'I would like to retrieve the preventive work order details for the equipment labeled as CWC04013 for the year 2017.', 'I would like to retrieve the corrective work order details for the equipment labeled as CWC04013 for the year 2017.']","['Work order with primary Code MT010 occurred 3 times and code MT013 occurred once. The expected response should retrieve and summarize work orders by type or month for equipment CWC04013 during 2017, ensuring correct year and equipment filtering.', 'There are 31 preventive work orders for this utterance.  The expected response should retrieve preventive maintenance work orders for CWC04013 in 2017, correctly filtering by asset, preventive work order type and year.', 'The output is two corrective work orders. The expected response should retrieve corrective maintenance work orders for CWC04013 during 2017, verifying correct work order type and year.']","['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query', 'Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query', 'Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query']",sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Knowledge Query')"
65,Workorder,Equipment,Knowledge Query,retrospective,"Get the events of equipment CWC04009 for year 2019 and provide a summary based on the event group, such as work order event, alerts and anomaly events.","get the events of <asset> for year <num> and provide a summary based on the event group, such as work order event, alerts and anomaly events.","There are 14 work orders, 0 alert, and 0 anomaly. The expected response should retrieve all event types (work orders, alerts, anomalies) for CWC04009 in 2019 and summarize them by event group.",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,1,"['Get the events of equipment CWC04009 for year 2019 and provide a summary based on the event group, such as work order event, alerts and anomaly events.']","['There are 14 work orders, 0 alert, and 0 anomaly. The expected response should retrieve all event types (work orders, alerts, anomalies) for CWC04009 in 2019 and summarize them by event group.']",['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Knowledge Query')"
66,Workorder,Equipment,Knowledge Query,retrospective,"Get all the events of equipment CWC04009 for the June of 2020 and provide a summary based on the event group for work order, alert, and anomaly.","get all the events of <asset> for the june of <num> and provide a summary based on the event group for work order, alert, and anomaly.","There are 3 work order events, 30 alert events, and 30 anomaly events.  The expected response should retrieve and summarize events (work order, alert, anomaly) for CWC04009 during June 2020, grouped correctly by event type and time range (June 2020).",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,3,"['Get all the events of equipment CWC04009 for the June of 2020 and provide a summary based on the event group for work order, alert, and anomaly.', 'Get the summary of the events of equipment CWC04009 for the June of 2020 and provide a summary based on the event group.', 'Get all the events of equipment CWC04009 for the first week of June of 2020 and provide a summary based on the event group for work order event, alert, and anomaly.']","['There are 3 work order events, 30 alert events, and 30 anomaly events.  The expected response should retrieve and summarize events (work order, alert, anomaly) for CWC04009 during June 2020, grouped correctly by event type and time range (June 2020).', 'There are 30 alerts, 30 anomalies, and 3 work orders. The expected response should summarize events of CWC04009 in June 2020 by event group, ensuring complete event retrieval and correct categorization/grouping (alert, anomalies, and work order).', 'There are 6 alert records. The expected response should retrieve events for CWC04009 in the first week of June 2020 and group them by event type. verifying correct aggregation over time (daily) and filtering of asset, event type (alert, anomaly and work order), and time range - First week of May 2020.']","['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query', 'Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query', 'Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query']",sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Knowledge Query')"
67,Workorder,Equipment,Knowledge Query,retrospective,"Get the daily count of the events of alert, anomaly for the May 2020 for equipment CWC04009.","get the daily count of the events of alert, anomaly for the may <num> for <asset>.","There are 26 days have events. The expected response should retrieve daily counts of alerts and anomalies for CWC04009 for May 2020, verifying correct aggregation over time (daily) and filtering of asset, event type (alert, anomaly), and time range - May 2020.",Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query,3,"['Get the daily count of the events of alert, anomaly for 2021 for equipment CWC04009.', 'Get the daily count of the events of alert, anomaly for the May 2020 for equipment CWC04009.', 'Get the daily count of alert, anomaly and work order event for the May 2020 for equipment CWC04009.']","['There are 82 days have events. The expected response should retrieve daily counts of alerts and anomalies for CWC04009 throughout 2021, verifying correct aggregation over time (daily) and filtering of asset, event type (alert), and year.', 'There are 26 days have events. The expected response should retrieve daily counts of alerts and anomalies for CWC04009 for May 2020, verifying correct aggregation over time (daily) and filtering of asset, event type (alert, anomaly), and time range - May 2020.', 'There are 26 days with the records. Depending on the LLM used, the result could be daily total event summary or daily summary for each event type.  The expected response should retrieve and summarize daily counts of alerts, anomalies, and work order events for CWC04009 for May 2020, verifying correct aggregation over time (daily) and filtering of asset, event type (alert, anomaly and work order), and time range - May 2020.']","['Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query', 'Source: Maintenance operations; Deterministic query with single correct answer; Category: Knowledge Query', 'We have both work order business data object and work order event as a group type in the event file. So we make a change of the utterance.']",sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Knowledge Query')"
68,Workorder,Equipment,Prediction,predictive,"Assuming that the current date is 2018-01-02, can you predict next work order probability for me for equipment CWC04009?","assuming that the current date is <date>, can you predict next work order probability for me for <asset>?","Failure codes MT012, MT008, and M013 each have a probability of 0.2. It will predict the next work order probability for CWC04009 using available data up to 2018-01-02.  The expected response should be able to use historical work order data up to 2018-01-02 for CWC04009 to identify or predict the next work order probability, ensuring no cutoff of results. More specific, It should be a list of work order with the probabilities (the summation of the probabilities should be one).",Source: Maintenance operations; Deterministic query with single correct answer; Category: Prediction,3,"['I would like to predict the next work order probability for the equipment labeled as CWC04013.', 'Assuming that the current date is 2018-01-02, can you predict next work order probability for me for equipment CWC04009 using predict_next_work_order_probability function?', 'Assuming that the current date is 2018-01-02, can you predict next work order probability for me for equipment CWC04009?']","['The expected response should be able to identify the next likely work order for CWC04013 based on historical work order patterns.  It should be a list of work order with the probabilities (the summation of the probabilities should be one).', 'Freon Management (code MT012) under Maintenance and Routine Checks has a probability of 0.2. The output should have the probability for primary code.  For example, the highest probability of next work order.  The expected response should be able to use historical work order data up to 2018-01-02 for CWC04009 to identify or predict the next work order probability, ensuring no cutoff of results. More specific, It should be a list of work order with the probabilities (the summation of the probabilities should be one).', 'Failure codes MT012, MT008, and M013 each have a probability of 0.2. It will predict the next work order probability for CWC04009 using available data up to 2018-01-02.  The expected response should be able to use historical work order data up to 2018-01-02 for CWC04009 to identify or predict the next work order probability, ensuring no cutoff of results. More specific, It should be a list of work order with the probabilities (the summation of the probabilities should be one).']","['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction', 'The output token size changed to 2000 to make sure there is no cut-off of the generated results.', 'Source: Maintenance operations; Deterministic query with single correct answer; Category: Prediction']",sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Prediction')"
69,Workorder,Equipment,Prediction,retrospective;predictive;prescriptive,Build a predictive model from historical alerts and work orders of CWC04009 to forecast failures and replacement needs over the forthcoming 10-year horizon.,build a predictive model from historical alerts and work orders of cwc0<num> to forecast failures and replacement needs over the forthcoming <num>-year horizon.,"Leverage ALERT and WORK_ORDER records (features: description, event_group, event_category, event_time) for CWC04009 to train and validate a model that predicts the likelihood and timing of future failures or required replacements.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction,1,['Build a predictive model from historical alerts and work orders of CWC04009 to forecast failures and replacement needs over the forthcoming 10-year horizon.'],"['Leverage ALERT and WORK_ORDER records (features: description, event_group, event_category, event_time) for CWC04009 to train and validate a model that predicts the likelihood and timing of future failures or required replacements.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Prediction')"
70,Workorder,Equipment,Prediction,predictive,Analyse sequences where alerts precede corrective work orders on CWC04009 to improve failure anticipation over the asset’s remaining life-cycle.,analyse sequences where alerts precede corrective work orders on cwc0<num> to improve failure anticipation over the asset’s remaining life-cycle.,"Identify ALERT → CM WORK_ORDER pairs for CWC04009, measure lead-lag intervals, and summarise patterns that can inform proactive scheduling.",Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction,1,['Analyse sequences where alerts precede corrective work orders on CWC04009 to improve failure anticipation over the asset’s remaining life-cycle.'],"['Identify ALERT → CM WORK_ORDER pairs for CWC04009, measure lead-lag intervals, and summarise patterns that can inform proactive scheduling.']",['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Prediction')"
71,Workorder,Equipment,Prediction,predictive,"Using historical counts, project how many preventive (PM) and corrective (CM) work orders each major description category is likely to generate for CWC04009 over the coming decade.","using historical counts, project how many preventive (pm) and corrective (cm) work orders each major description category is likely to generate for cwc0<num> over the coming decade.",Aggregate yearly PM and CM WORK_ORDER counts for CWC04009 by description and extrapolate future volumes with a simple trend or time-series model.,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction,1,"['Using historical counts, project how many preventive (PM) and corrective (CM) work orders each major description category is likely to generate for CWC04009 over the coming decade.']",['Aggregate yearly PM and CM WORK_ORDER counts for CWC04009 by description and extrapolate future volumes with a simple trend or time-series model.'],['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Prediction')"
72,Workorder,Equipment,Prediction,predictive,"Determine which alert or work-order descriptions for CWC04009 exhibit the fastest growth trend, indicating components that may need early replacement in the life-cycle plan.","determine which alert or work-order descriptions for cwc0<num> exhibit the fastest growth trend, indicating components that may need early replacement in the life-cycle plan.",Compute year-over-year growth rates of event counts by description for CWC04009; highlight those with the steepest increases.,Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction,1,"['Determine which alert or work-order descriptions for CWC04009 exhibit the fastest growth trend, indicating components that may need early replacement in the life-cycle plan.']",['Compute year-over-year growth rates of event counts by description for CWC04009; highlight those with the steepest increases.'],['Source: Maintenance operations; Non-deterministic query allowing multiple valid responses; Category: Prediction'],sentence-transformers (BAAI/bge-base-en-v1.5),"('Workorder', 'Equipment', 'Prediction')"
